Biotype	Class	DensityShuf	DensityWt	GC	LocID	Location	NbLocation	NbRepro	NbTrpG4Shuf	NbTrpG4Wt	NbpG4rLocShuf	NbpG4rLocWt	NbpG4rShuf	NbpG4rWt	Sp	Tot	Type	index	nbTr	nuclA	nuclC	nuclG	nuclN	nuclT	meanShuffle	stdShuffle	ShortName
miRNA	ShortNC	0.8191685439279132	0.5119803399549457	45.12594716362892	exon-miRNA-ShortNC	exon	458.0	3	8	5	8.0	5.0	8	5	caenorhabditis_elegans	9766	Segment	20	458	2507	2056	2351	0	2852	1.0714891208584478	0.29043814340664065	Cele
miRNA	LongNC	0.0	0.0	48.82352941176471	exon-miRNA-LongNC	exon	2.0	3	0	0	0.0	0.0	0	0	danio_rerio	170	Segment	64	1	46	36	47	0	41	0.0038545374651405267	0.009408809362849331	Drer
miRNA	ShortNC	0.0	0.025161663689203133	48.31291044963893	exon-miRNA-ShortNC	exon	431.0	3	0	1	0.0	1.0	0	1	danio_rerio	39743	Segment	65	431	8752	9057	10144	0	11790	0.0038545374651405267	0.009408809362849331	Drer
miRNA	ShortNC	0.2074167876597928	0.3711668831806818	52.33562219577962	exon-miRNA-ShortNC	exon	1131.0	3	19	34	19.0	34.0	19	34	gallus_gallus	91603	Segment	13	1131	19964	21941	26000	0	23698	0.2049804839295021	0.008577011134143619	Ggal
miRNA	ShortNC	0.0	0.0	45.35875409430814	exon-miRNA-ShortNC	exon	373.0	3	0	0	0.0	0.0	0	0	gasterosteus_aculeatus	32362	Segment	6	373	7510	6882	7797	0	10173	0.00927013163586923	0.02085620659138968	Gacu
miRNA	ShortNC	0.1250131592799242	0.23028739867354456	51.08037688177704	exon-miRNA-ShortNC	exon	1879.0	3	19	35	19.0	35.0	19	35	homo_sapiens	151984	Segment	74	1879	34483	36347	41287	0	39867	0.13670384310677747	0.024470184007956097	Hsap
miRNA	ShortNC	0.16173378618793466	0.12938702895034773	47.45269286754004	exon-miRNA-ShortNC	exon	364.0	3	5	4	5.0	4.0	5	4	monodelphis_domestica	30915	Segment	9	364	7527	6820	7850	0	8718	0.2553511693243123	0.08708998604194534	Mdom
miRNA	LongNC	0.0	0.0	33.15343099460293	exon-miRNA-LongNC	exon	5.0	3	0	0	0.0	0.0	0	0	mus_musculus	1297	Segment	80	5	344	265	165	0	523	0.11276496078105375	0.06659033296470256	Mmus
miRNA	ShortNC	0.13540757680618662	0.12036229049438812	50.45135858935396	exon-miRNA-ShortNC	exon	2197.0	3	27	24	27.0	24.0	27	24	mus_musculus	199398	Segment	81	2198	46270	47436	53163	0	52529	0.11276496078105375	0.06659033296470256	Mmus
miRNA	ShortNC	0.0	0.08361204013377926	49.27257525083611	exon-miRNA-ShortNC	exon	118.0	3	0	1	0.0	1.0	0	1	ornithorhynchus_anatinus	11960	Segment	9	118	2762	2721	3172	0	3305	0.0	0.0	Oana
miRNA	ShortNC	0.06093288243000335	0.20107851201901106	49.93876245315786	exon-miRNA-ShortNC	exon	2001.0	3	10	33	10.0	33.0	10	33	pan_troglodytes	164115	Segment	21	2001	38734	38223	43734	0	43424	0.061468812726923464	0.007849904073970708	Ptro
miRNA	ShortNC	0.07257537759356175	0.08870323928101992	44.02664322750768	exon-miRNA-ShortNC	exon	1356.0	3	9	11	9.0	11.0	9	11	pongo_abelii	124009	Segment	6	1356	32588	25208	29389	3	36821	0.08860729416678145	0.018625321960416434	Pabe
misc_RNA	LongNC	0.020460358056265983	0.040920716112531966	50.41227621483375	exon-misc_RNA-LongNC	exon	162.0	3	1	2	1.0	2.0	1	2	anolis_carolinensis	48875	Segment	11	162	11200	12476	12163	0	13036	0.012308064109485753	0.010131486498572031	Acar
misc_RNA	ShortNC	0.0	0.0	49.21700223713646	exon-misc_RNA-ShortNC	exon	17.0	3	0	0	0.0	0.0	0	0	anolis_carolinensis	1788	Segment	12	17	372	473	407	0	536	0.012308064109485753	0.010131486498572031	Acar
misc_RNA	LongNC	0.747974236442967	0.0	58.23394971950966	exon-misc_RNA-LongNC	exon	82.0	3	18	0	18.0	0.0	18	0	danio_rerio	24065	Segment	66	82	5002	5805	8209	0	5049	0.4790135308176131	0.2884065202507156	Drer
misc_RNA	ShortNC	0.0	0.0	52.156862745098046	exon-misc_RNA-ShortNC	exon	11.0	3	0	0	0.0	0.0	0	0	danio_rerio	1275	Segment	67	11	308	325	340	0	302	0.4790135308176131	0.2884065202507156	Drer
misc_RNA	LongNC	0.2847380410022779	0.0	50.58371298405467	exon-misc_RNA-LongNC	exon	25.0	3	2	0	2.0	0.0	2	0	gallus_gallus	7024	Segment	14	25	1704	1715	1838	0	1767	0.11626545123315088	0.1059186057979099	Ggal
misc_RNA	ShortNC	0.0	0.0	47.757912399467685	exon-misc_RNA-ShortNC	exon	110.0	3	0	0	0.0	0.0	0	0	gallus_gallus	17283	Segment	15	110	4497	4398	3856	0	4532	0.11626545123315088	0.1059186057979099	Ggal
misc_RNA	LongNC	0.0	0.0	56.32630410654828	exon-misc_RNA-LongNC	exon	6.0	3	0	0	0.0	0.0	0	0	gasterosteus_aculeatus	1802	Segment	7	6	389	475	540	0	398	0.0732949756294206	0.17891081853235127	Gacu
misc_RNA	ShortNC	0.0	0.0	55.21885521885522	exon-misc_RNA-ShortNC	exon	3.0	3	0	0	0.0	0.0	0	0	gasterosteus_aculeatus	297	Segment	8	3	38	84	80	0	95	0.0732949756294206	0.17891081853235127	Gacu
misc_RNA	LongNC	0.0991962188735394	0.04376303773832621	51.907922568598565	exon-misc_RNA-LongNC	exon	1180.0	3	34	15	34.0	15.0	34	15	homo_sapiens	342755	Segment	75	1180	84523	82657	95260	0	80315	0.0747025930132221	0.018398996704047977	Hsap
misc_RNA	ShortNC	0.06180578855356796	0.05297639018877254	43.71081954475622	exon-misc_RNA-ShortNC	exon	1046.0	3	7	6	7.0	6.0	7	6	homo_sapiens	113258	Segment	76	1047	26843	27993	21513	0	36909	0.0747025930132221	0.018398996704047977	Hsap
misc_RNA	LongNC	0.0	0.08555783709787816	45.98733744010951	exon-misc_RNA-LongNC	exon	41.0	3	0	1	0.0	1.0	0	1	monodelphis_domestica	11688	Segment	10	41	3031	2789	2586	0	3282	0.015187182018376497	0.02886008618976734	Mdom
misc_RNA	ShortNC	0.0	0.0	49.529512403763896	exon-misc_RNA-ShortNC	exon	34.0	3	0	0	0.0	0.0	0	0	monodelphis_domestica	3507	Segment	11	34	692	977	760	0	1078	0.015187182018376497	0.02886008618976734	Mdom
misc_RNA	LongNC	0.04575402635431918	0.08235724743777452	47.81936310395315	exon-misc_RNA-LongNC	exon	379.0	3	4	8	4.0	8.0	5	9	mus_musculus	109280	Segment	82	379	27393	26828	25429	0	29630	0.07228108821668473	0.03642890629869828	Mmus
misc_RNA	ShortNC	0.1315904903938942	0.30704447758575315	49.328888498991134	exon-misc_RNA-ShortNC	exon	187.0	3	3	7	3.0	7.0	3	7	mus_musculus	22798	Segment	83	187	5589	5743	5503	0	5963	0.07228108821668473	0.03642890629869828	Mmus
misc_RNA	ShortNC	0.0	0.0	43.529411764705884	exon-misc_RNA-ShortNC	exon	7.0	3	0	0	0.0	0.0	0	0	ornithorhynchus_anatinus	680	Segment	10	7	147	166	130	0	237	0.0	0.0	Oana
misc_RNA	LongNC	0.07422068283028202	0.04948045522018802	51.93004700643246	exon-misc_RNA-LongNC	exon	1114.0	3	24	16	24.0	16.0	24	16	pan_troglodytes	323360	Segment	22	1114	79618	78011	89910	101	75720	0.07838634739206198	0.02104222497819116	Ptro
misc_RNA	ShortNC	0.045216133116295895	0.054259359739555084	43.708627238198595	exon-misc_RNA-ShortNC	exon	1023.0	3	5	6	5.0	6.0	5	6	pan_troglodytes	110580	Segment	23	1023	26213	27262	21071	0	36034	0.07838634739206198	0.02104222497819116	Ptro
misc_RNA	LongNC	0.011444397395255155	0.011444397395255155	49.04839835658454	exon-misc_RNA-LongNC	exon	289.0	3	1	1	1.0	1.0	1	1	pongo_abelii	87379	Segment	7	289	21299	22045	20813	77	23145	0.0026381127239607275	0.0050131933806403075	Pabe
misc_RNA	ShortNC	0.0	0.0	41.80476406209018	exon-misc_RNA-ShortNC	exon	817.0	3	0	0	0.0	0.0	0	0	pongo_abelii	83878	Segment	8	817	19527	20520	14545	6	29280	0.0026381127239607275	0.0050131933806403075	Pabe
ncRNA	LongNC	0.0	0.0	50.110619469026545	exon-ncRNA-LongNC	exon	3.0	3	0	0	0.0	0.0	0	0	anaplasma_phagocytophilum_str_hz	904	Segment	2	3	246	216	237	0	205	0.0	0.0	Apha
ncRNA	ShortNC	0.0	0.0	52.156862745098046	exon-ncRNA-ShortNC	exon	2.0	3	0	0	0.0	0.0	0	0	anaplasma_phagocytophilum_str_hz	255	Segment	3	2	69	79	54	0	53	0.0	0.0	Apha
ncRNA	LongNC	0.0	0.0	48.56230031948881	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	apis_mellifera	313	Segment	7	1	66	68	84	0	95	0.0	0.0	Amel
ncRNA	LongNC	0.0	0.0	66.76300578034682	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	aquifex_aeolicus_vf5	346	Segment	2	1	53	118	113	0	62	0.0	0.0	Aaeo
ncRNA	ShortNC	0.0	0.0	68.23529411764707	exon-ncRNA-ShortNC	exon	1.0	3	0	0	0.0	0.0	0	0	aquifex_aeolicus_vf5	85	Segment	3	1	10	30	28	0	17	0.0	0.0	Aaeo
ncRNA	LongNC	0.004512044903870882	0.009024089807741768	37.36965830283943	exon-ncRNA-LongNC	exon	683.0	3	1	2	1.0	2.0	1	2	arabidopsis_thaliana	221629	Segment	15	272	63346	39834	42988	0	75461	0.018041358094080976	0.019412900442783158	Atha
ncRNA	ShortNC	0.05163422316311251	0.0	40.522538338410705	exon-ncRNA-ShortNC	exon	105.0	3	1	0	1.0	0.0	1	0	arabidopsis_thaliana	19367	Segment	16	105	6013	4015	3833	0	5506	0.018041358094080976	0.019412900442783158	Atha
ncRNA	LongNC	0.0	0.0	64.83704974271011	exon-ncRNA-LongNC	exon	2.0	3	0	0	0.0	0.0	0	0	archaeoglobus_fulgidus_dsm_4304	583	Segment	3	2	94	220	158	0	111	0.0	0.0	Aful
ncRNA	LongNC	0.0	0.0	54.88721804511278	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	aspergillus_nidulans	266	Segment	6	1	64	81	65	0	56	0.0	0.0	Anid
ncRNA	LongNC	0.0	0.0	51.916932907348254	exon-ncRNA-LongNC	exon	2.0	3	0	0	0.0	0.0	0	0	bacillus_subtilis_subsp_subtilis_str_168	626	Segment	5	2	140	174	151	0	161	0.0	0.0	Bsub
ncRNA	ShortNC	0.0	0.0	45.53571428571429	exon-ncRNA-ShortNC	exon	4.0	3	0	0	0.0	0.0	0	0	bacillus_subtilis_subsp_subtilis_str_168	560	Segment	6	4	152	134	121	0	153	0.0	0.0	Bsub
ncRNA	LongNC	0.0	0.0	32.96398891966759	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	borrelia_burgdorferi_b31	361	Segment	2	1	133	69	50	0	109	0.0	0.0	Bbur
ncRNA	ShortNC	0.0	0.0	45.83333333333333	exon-ncRNA-ShortNC	exon	1.0	3	0	0	0.0	0.0	0	0	borrelia_burgdorferi_b31	96	Segment	3	1	28	26	18	0	24	0.0	0.0	Bbur
ncRNA	LongNC	0.0	0.0	55.73770491803278	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	brucella_abortus_bv_1_str_9_941	366	Segment	3	1	73	102	102	0	89	0.0	0.0	Babo
ncRNA	ShortNC	0.0	0.0	62.352941176470594	exon-ncRNA-ShortNC	exon	2.0	3	0	0	0.0	0.0	0	0	brucella_abortus_bv_1_str_9_941	255	Segment	4	2	50	78	81	0	46	0.0	0.0	Babo
ncRNA	LongNC	0.0341565299291143	0.049417958195314304	42.11311189243164	exon-ncRNA-LongNC	exon	6159.0	3	43	65	45.0	65.0	47	68	caenorhabditis_elegans	1376018	Segment	21	2072	413799	285257	294227	0	382735	0.05759297035535752	0.02082773077935895	Cele
ncRNA	ShortNC	0.08899054176644898	0.09563162697290037	43.1537716715213	exon-ncRNA-ShortNC	exon	6372.0	3	66	71	66.0	71.0	67	72	caenorhabditis_elegans	752889	Segment	22	6369	218208	156679	168221	0	209781	0.05759297035535752	0.02082773077935895	Cele
ncRNA	LongNC	0.0	0.0	42.73743016759777	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	campylobacter_jejuni_subsp_jejuni_nctc_11168_atcc_700819	358	Segment	7	1	111	89	64	0	94	0.0	0.0	Cjej
ncRNA	ShortNC	0.0	0.0	47.42268041237113	exon-ncRNA-ShortNC	exon	1.0	3	0	0	0.0	0.0	0	0	campylobacter_jejuni_subsp_jejuni_nctc_11168_atcc_700819	97	Segment	8	1	29	27	19	0	22	0.0	0.0	Cjej
ncRNA	LongNC	0.0	0.0	63.76811594202898	exon-ncRNA-LongNC	exon	2.0	3	0	0	0.0	0.0	0	0	candidatus_korarchaeum_cryptofilum_opf8	552	Segment	2	2	90	203	149	0	110	0.0942951438000943	0.36520352156599883	Ckor
ncRNA	ShortNC	0.0	0.0	65.16129032258064	exon-ncRNA-ShortNC	exon	2.0	3	0	0	0.0	0.0	0	0	candidatus_korarchaeum_cryptofilum_opf8	155	Segment	3	2	27	44	57	0	27	0.0942951438000943	0.36520352156599883	Ckor
ncRNA	LongNC	0.0	0.0	44.630071599045344	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	chlamydia_trachomatis_d_uw_3_cx	419	Segment	2	1	111	108	79	0	121	0.0	0.0	Ctra
ncRNA	ShortNC	0.0	0.0	51.020408163265316	exon-ncRNA-ShortNC	exon	1.0	3	0	0	0.0	0.0	0	0	chlamydia_trachomatis_d_uw_3_cx	98	Segment	3	1	27	31	19	0	21	0.0	0.0	Ctra
ncRNA	LongNC	0.0	1.4265335235378032	63.33808844507846	exon-ncRNA-LongNC	exon	2.0	3	0	1	0.0	1.0	0	1	chloroflexus_aurantiacus_j_10_fl	701	Segment	3	2	140	205	239	0	117	0.2648591917162013	0.552380472159449	Caur
ncRNA	ShortNC	0.0	0.0	61.45833333333334	exon-ncRNA-ShortNC	exon	2.0	3	0	0	0.0	0.0	0	0	chloroflexus_aurantiacus_j_10_fl	192	Segment	4	2	38	60	58	0	36	0.2648591917162013	0.552380472159449	Caur
ncRNA	LongNC	0.0	0.0	31.395640190428466	exon-ncRNA-LongNC	exon	12.0	3	0	0	0.0	0.0	0	0	dictyostelium_discoideum	3991	Segment	6	12	1444	614	639	0	1294	0.008426232547165836	0.03038121350778996	Ddis
ncRNA	ShortNC	0.0	0.0	36.59011288439081	exon-ncRNA-ShortNC	exon	69.0	3	0	0	0.0	0.0	0	0	dictyostelium_discoideum	5138	Segment	7	69	1603	1129	751	0	1655	0.008426232547165836	0.03038121350778996	Ddis
ncRNA	LongNC	0.01908193407668825	0.0998394050798153	44.16465937214304	exon-ncRNA-LongNC	exon	4709.0	3	50	249	50.0	255.0	56	293	drosophila_melanogaster	2934713	Segment	12	2890	871467	652975	643131	0	767140	0.013428246910724917	0.00800957771622877	Dmel
ncRNA	ShortNC	0.0	0.1953125	48.84765625	exon-ncRNA-ShortNC	exon	57.0	3	0	1	0.0	1.0	0	1	drosophila_melanogaster	5120	Segment	13	56	1404	1228	1273	0	1215	0.013428246910724917	0.00800957771622877	Dmel
ncRNA	LongNC	0.0	0.0	45.62841530054646	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	enterococcus_faecalis_v583	366	Segment	4	1	99	87	80	0	100	0.0	0.0	Efae
ncRNA	ShortNC	0.0	0.0	40.54054054054054	exon-ncRNA-ShortNC	exon	3.0	3	0	0	0.0	0.0	0	0	enterococcus_faecalis_v583	407	Segment	5	3	135	92	73	0	107	0.0	0.0	Efae
ncRNA	LongNC	0.4120313143798929	0.4120313143798929	51.627523691800576	exon-ncRNA-LongNC	exon	9.0	3	1	1	1.0	1.0	1	1	escherichia_coli_str_k_12_substr_mg1655	2427	Segment	4	9	611	541	712	0	563	0.15121792968601944	0.15809067604899693	Ecol
ncRNA	ShortNC	0.0	0.0	47.732779508480434	exon-ncRNA-ShortNC	exon	56.0	3	0	0	0.0	0.0	0	0	escherichia_coli_str_k_12_substr_mg1655	5778	Segment	5	56	1373	1402	1356	0	1647	0.15121792968601944	0.15809067604899693	Ecol
ncRNA	LongNC	0.0	0.0	43.33333333333334	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	francisella_tularensis_subsp_tularensis_schu_s4	420	Segment	7	1	112	90	92	0	126	0.0	0.0	Ftul
ncRNA	ShortNC	0.0	0.0	42.95532646048109	exon-ncRNA-ShortNC	exon	2.0	3	0	0	0.0	0.0	0	0	francisella_tularensis_subsp_tularensis_schu_s4	291	Segment	8	2	81	68	57	0	85	0.0	0.0	Ftul
ncRNA	LongNC	2.7247956403269757	2.7247956403269757	64.85013623978203	exon-ncRNA-LongNC	exon	1.0	3	1	1	1.0	1.0	1	1	geobacter_sulfurreducens_pca	367	Segment	4	1	78	99	139	0	51	0.9963624848810005	1.0074243671260714	Gsul
ncRNA	ShortNC	0.825218682950982	0.33008747318039283	57.45172470704737	exon-ncRNA-ShortNC	exon	183.0	3	5	2	5.0	2.0	5	2	geobacter_sulfurreducens_pca	6059	Segment	5	183	1249	1742	1739	0	1329	0.9963624848810005	1.0074243671260714	Gsul
ncRNA	LongNC	0.0	0.0	48.767123287671225	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	haemophilus_influenzae_rd_kw20	365	Segment	3	1	78	93	85	0	109	0.0	0.0	Hinf
ncRNA	ShortNC	0.0	0.0	44.939965694682684	exon-ncRNA-ShortNC	exon	4.0	3	0	0	0.0	0.0	0	0	haemophilus_influenzae_rd_kw20	583	Segment	4	4	181	144	118	0	140	0.0	0.0	Hinf
ncRNA	LongNC	0.0	0.0	73.87096774193549	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	halobacterium_salinarum_r1	310	Segment	3	1	34	120	109	0	47	0.0	0.0	Hsal
ncRNA	LongNC	3.1948881789137378	0.0	79.2332268370607	exon-ncRNA-LongNC	exon	1.0	3	1	0	1.0	0.0	1	0	hyperthermus_butylicus_dsm_5456	313	Segment	4	1	23	128	120	0	42	0.9574489733623655	1.5416417969732463	Hbut
ncRNA	LongNC	0.0	0.0	50.12345679012346	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	legionella_pneumophila_str_paris	405	Segment	3	1	88	104	99	0	114	0.0	0.0	Lpne
ncRNA	ShortNC	0.0	0.0	54.65116279069767	exon-ncRNA-ShortNC	exon	2.0	3	0	0	0.0	0.0	0	0	legionella_pneumophila_str_paris	258	Segment	4	2	54	74	67	0	63	0.0	0.0	Lpne
ncRNA	LongNC	0.6506960735629035	0.4623366838473261	66.1175705063443	exon-ncRNA-LongNC	exon	92.0	3	34	23	34.0	23.0	38	27	leishmania_major	58399	Segment	6	92	8792	18296	20316	0	10995	0.3043172206935499	0.23150241793106216	Lmaj
ncRNA	ShortNC	0.0	0.0	55.48796356538711	exon-ncRNA-ShortNC	exon	1038.0	3	0	0	0.0	0.0	0	0	leishmania_major	92220	Segment	7	1038	20735	25683	25488	0	20314	0.3043172206935499	0.23150241793106216	Lmaj
ncRNA	LongNC	0.0	0.0	42.53968253968254	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	methanobrevibacter_smithii_atcc_35061	315	Segment	2	1	94	84	50	0	87	0.0	0.0	Msmi
ncRNA	LongNC	0.0	0.0	56.68789808917197	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	methanosarcina_acetivorans_c2a	314	Segment	3	1	61	97	81	0	75	0.0	0.0	Mace
ncRNA	LongNC	0.0	0.0	63.669950738916256	exon-ncRNA-LongNC	exon	6.0	3	0	0	0.0	0.0	0	0	mycobacterium_tuberculosis_h37rv	1624	Segment	2	6	330	529	505	0	260	0.27957362540974134	0.238236619099008	Mtub
ncRNA	ShortNC	0.4329004329004329	0.0	64.76190476190476	exon-ncRNA-ShortNC	exon	24.0	3	1	0	1.0	0.0	1	0	mycobacterium_tuberculosis_h37rv	2310	Segment	3	24	424	743	753	0	390	0.27957362540974134	0.238236619099008	Mtub
ncRNA	LongNC	0.0	0.0	39.11917098445596	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	mycoplasma_pneumoniae_m129	386	Segment	2	1	115	78	73	0	120	0.0	0.0	Mpne
ncRNA	ShortNC	0.0	0.0	38.94736842105263	exon-ncRNA-ShortNC	exon	1.0	3	0	0	0.0	0.0	0	0	mycoplasma_pneumoniae_m129	95	Segment	3	1	31	22	15	0	27	0.0	0.0	Mpne
ncRNA	LongNC	0.0	0.0	63.01369863013698	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	myxococcus_xanthus_dk_1622	365	Segment	3	1	63	121	109	0	72	0.0	0.0	Mxan
ncRNA	ShortNC	0.0	0.0	63.7630662020906	exon-ncRNA-ShortNC	exon	2.0	3	0	0	0.0	0.0	0	0	myxococcus_xanthus_dk_1622	287	Segment	4	2	60	98	85	0	44	0.0	0.0	Mxan
ncRNA	LongNC	0.0	0.0	50.5524861878453	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	neisseria_meningitidis_z2491	362	Segment	8	1	88	101	82	0	91	0.0	0.0	Nmen
ncRNA	ShortNC	0.0	0.0	55.43237250554324	exon-ncRNA-ShortNC	exon	4.0	3	0	0	0.0	0.0	0	0	neisseria_meningitidis_z2491	451	Segment	9	4	125	127	123	0	76	0.0	0.0	Nmen
ncRNA	LongNC	0.03644226330749981	0.18221131653749909	50.58246884186486	exon-ncRNA-LongNC	exon	337.0	3	6	28	6.0	28.0	6	30	neurospora_crassa	164644	Segment	8	176	40580	43001	40280	0	40783	0.038864303614619095	0.006532162029492737	Ncra
ncRNA	ShortNC	0.35816618911174786	0.0	53.080229226361034	exon-ncRNA-ShortNC	exon	51.0	3	1	0	1.0	0.0	1	0	pyrobaculum_aerophilum_str_im2	2792	Segment	3	51	695	573	909	0	615	0.25007382532072436	0.1725787251923278	Paer
ncRNA	LongNC	0.0	0.0	67.40237691001697	exon-ncRNA-LongNC	exon	2.0	3	0	0	0.0	0.0	0	0	pyrococcus_horikoshii_ot3	589	Segment	5	2	89	225	172	0	103	0.0	0.0	Phor
ncRNA	ShortNC	0.0	0.0	59.590792838874684	exon-ncRNA-ShortNC	exon	3.0	3	0	0	0.0	0.0	0	0	pyrococcus_horikoshii_ot3	391	Segment	6	3	73	129	104	0	85	0.0	0.0	Phor
ncRNA	LongNC	0.0	0.06628222973420826	38.21833366474448	exon-ncRNA-LongNC	exon	15.0	3	0	1	0.0	1.0	0	1	saccharomyces_cerevisiae	15087	Segment	10	15	4417	2876	2890	0	4904	0.025118559601318226	0.03307012039850009	Scer
ncRNA	ShortNC	0.0	0.0	43.55555555555554	exon-ncRNA-ShortNC	exon	2.0	3	0	0	0.0	0.0	0	0	saccharomyces_cerevisiae	225	Segment	11	2	53	50	48	0	74	0.025118559601318226	0.03307012039850009	Scer
ncRNA	LongNC	0.0015773053105766733	0.020504969037496757	35.826702517063815	exon-ncRNA-LongNC	exon	1470.0	3	3	32	3.0	32.0	3	39	schizosaccharomyces_pombe	1901978	Segment	17	1465	606773	349048	332368	0	613789	0.0014913165193725221	0.0010215449750987004	Spom
ncRNA	ShortNC	0.0	0.0	31.61695075757576	exon-ncRNA-ShortNC	exon	69.0	3	0	0	0.0	0.0	0	0	schizosaccharomyces_pombe	8448	Segment	18	69	2901	1331	1340	0	2876	0.0014913165193725221	0.0010215449750987004	Spom
ncRNA	LongNC	0.0	0.0	38.42794759825328	exon-ncRNA-LongNC	exon	3.0	3	0	0	0.0	0.0	0	0	staphylococcus_aureus_subsp_aureus_n315	1145	Segment	4	3	354	226	214	0	351	0.0	0.0	Saur
ncRNA	ShortNC	0.0	0.0	43.944636678200695	exon-ncRNA-ShortNC	exon	2.0	3	0	0	0.0	0.0	0	0	staphylococcus_aureus_subsp_aureus_n315	289	Segment	5	2	79	65	62	0	83	0.0	0.0	Saur
ncRNA	LongNC	0.0	0.0	44.09221902017291	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	streptococcus_pneumoniae_tigr4	347	Segment	3	1	102	87	66	0	92	0.0	0.0	Spne
ncRNA	ShortNC	0.0	0.0	42.32804232804233	exon-ncRNA-ShortNC	exon	2.0	3	0	0	0.0	0.0	0	0	streptococcus_pneumoniae_tigr4	189	Segment	4	2	55	46	34	0	54	0.0	0.0	Spne
ncRNA	LongNC	0.0	0.0	60.912052117263855	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	sulfolobus_solfataricus_p2	307	Segment	3	1	57	111	76	0	63	0.0	0.0	Ssol
ncRNA	ShortNC	0.0	0.0	40.70796460176992	exon-ncRNA-ShortNC	exon	6.0	3	0	0	0.0	0.0	0	0	sulfolobus_solfataricus_p2	339	Segment	4	6	119	56	82	0	82	0.0	0.0	Ssol
ncRNA	LongNC	0.0	0.0	70.6896551724138	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	thermus_thermophilus_hb8	348	Segment	3	1	40	120	126	0	62	0.0	0.0	Tthe
ncRNA	ShortNC	0.0	0.0	76.71957671957672	exon-ncRNA-ShortNC	exon	2.0	3	0	0	0.0	0.0	0	0	thermus_thermophilus_hb8	189	Segment	4	2	16	80	65	0	28	0.0	0.0	Tthe
ncRNA	LongNC	0.0	0.0	43.85964912280701	exon-ncRNA-LongNC	exon	2.0	3	0	0	0.0	0.0	0	0	vibrio_cholerae_o1_biovar_el_tor_str_n16961	570	Segment	3	2	160	101	149	0	160	0.0	0.0	Vcho
ncRNA	ShortNC	0.0	0.0	49.54545454545455	exon-ncRNA-ShortNC	exon	4.0	3	0	0	0.0	0.0	0	0	vibrio_cholerae_o1_biovar_el_tor_str_n16961	440	Segment	4	4	112	101	117	0	110	0.0	0.0	Vcho
ncRNA	LongNC	0.0	0.0	38.64306784660767	exon-ncRNA-LongNC	exon	1.0	3	0	0	0.0	0.0	0	0	wolbachia_endosymbiont_of_drosophila_melanogaster	339	Segment	2	1	104	70	61	0	104	0.0	0.0	Wend
ncRNA	ShortNC	0.0	0.0	39.91935483870967	exon-ncRNA-ShortNC	exon	2.0	3	0	0	0.0	0.0	0	0	wolbachia_endosymbiont_of_drosophila_melanogaster	248	Segment	3	2	77	53	46	0	72	0.0	0.0	Wend
ncRNA	LongNC	0.0	0.0	52.05327413984462	exon-ncRNA-LongNC	exon	3.0	3	0	0	0.0	0.0	0	0	yersinia_pestis_biovar_microtus_str_91001	901	Segment	4	3	228	228	241	0	204	0.25666756050378636	0.37862838661385634	Ypes
ncRNA	ShortNC	0.0	0.0	44.45983379501385	exon-ncRNA-ShortNC	exon	16.0	3	0	0	0.0	0.0	0	0	yersinia_pestis_biovar_microtus_str_91001	2166	Segment	5	16	536	485	478	0	667	0.25666756050378636	0.37862838661385634	Ypes
nonsense_mediated_decay	Coding	0.05492530158983782	0.04244227850123832	46.67414815850444	exon-nonsense_mediated_decay-Coding	exon	4796.0	3	34	24	43.0	28.0	44	34	danio_rerio	801088	Segment	69	668	225757	182324	191577	0	201430	0.052394661782014504	0.0065126921910510106	Drer
